originalEntry	fuzzyMatchedEntry	fuzzyMatchScore
rodman's hollow, in a pine tree trunk	rodman's hollow	90
hodge property	hodge family wildlife preserve	86
long lot trail, somewhere in the maze	'the maze'	90
harrison trail before middle earth in tree notch	clay head trail	86
under a bench across from town hall	meadow hill	58
middle earth (??)	mansion beach	48
marsh hawk hollow in a tree stump	rodman's hollow	86
under a log, greenway, beacon hill	beacon hill	90
rocks by bike rack at the top of the mohegan bluffs	mohegan bluffs	90
the dedicated to anne dupont trail	clay head trail	86
rodman's hollows in tree	rodman's hollow	90
rodman's hollow in a dead tree stump	rodman's hollow	90
in a tree by stop sign on old town road	rodman's hollow	51
the narragansett inn	'the maze'	86
laredo loop	loffredo loop	83
hiking trail	mohegan trail	64
jetty across from the national in the rocks	'the maze'	86
walking trail near the labyrinth	clay head trail	86
american legion park	nathan mott park	56
tree	hodge family wildlife preserve	68
mailbox at labyrinth	mansion beach	41
rodmans hollow behind concrete sign	rodman's hollow	86
great salt pond coast	great salt pond	95
airport greenway trail	bi greenway	86
tree stump mansion beach parking lot	mansion beach	90
hodge wildlife preserve	hodge family wildlife preserve	95
under the beach ave bridge	'the maze'	86
just off trail that turns right near rodman hollow parking lot	rodman's hollow	86
path to mohegan bluff overlook	mohegan bluffs	86
fresh pond overlook	sachern pond	86
path to coast guard beach	mansion beach	86
path off of old town rd across from mill pond	sachern pond	86
greenway off old mill road	bi greenway	86
ocean view pavilion	ocean view pavilion	100
greenway-fresh swamp trail	fresh swamp	90
conneymus beach	scotch beach	59
greenway trail old mill	clay head trail	86
under a rock below middle earth sign	settler's rock	86
trail off payne road	mohegan trail	86
under cannon	sachern pond	40
block island cemetery	black rock	51
nathan mott greenway- stonewall	bi greenway	86
nathan mott park trail	nathan mott park	95
the canon at the veterans' monument	'the maze'	86
block island school	settler's rock	46
hodge family wildlife reserve	hodge family wildlife preserve	98
in tree on hiking trail	clay head trail	86
winn dodge preserve	hodge family wildlife preserve	86
cooneymus beach behind a huge rock	settler's rock	86
veteran's park cannon	settler's rock	86
winfield dodge	win dodge	86
winfield dodge preserve	win dodge	86
rodman's hollow,on ground...1/4 mi. from entrance	rodman's hollow	90
cooneymus beach	scotch beach	59
in a stone wall near lewis farm	turnip farm	86
american legion	sachern pond	52
greenway trail off old mill	clay head trail	86
greenway south off old mill rd	bi greenway	86
foundation at winn dodge	win dodge	86
unknown	bi greenway	30
under bench at end of pilot hill road	meadow hill	86
nathan mott park in a tree!	nathan mott park	90
stone wall	beacon hill	48
behind tree rodman's hollow short loop	rodman's hollow	90
clayhead trail, 1.7 miles in	clay head trail	86
greenway trail by airport	clay head trail	86
north end block island	north light	86
beacon hill road greenway trail	beacon hill	90
beacon hill doc willis's stone wall	beacon hill	90
coast guard beach walkway	mansion beach	86
enchanted forest bi	enchanted forest	95
hole in manisses cemetery sign	win dodge	48
harrison loop in the base of a tree	harrison loop	90
rodman hollow trail map case	rodman's hollow	86
charleston beach	mansion beach	69
fresh pond trails	fresh swamp	86
marsh hawk hollow trail	rodman's hollow	86
path off of old mill road	sachern pond	43
stonewall just beyond cemetery from west side road	enchanted forest	50
on clay head trail in tall grass near the north end of the trail	clay head trail	90
rodman's hollow long loop	rodman's hollow	90
beacon hill greenway trail, in a stone wall	beacon hill	90
driftwood near jetty at charleston beach	mansion beach	86
barlow's pt.	rodman's hollow	44
charleston beach under driftwood	mansion beach	86
clayhead trl	clay head trail	89
fresh pond in a tree	sachern pond	86
snake hole	rodman's hollow	50
rodman's holow	rodman's hollow	97
post office	loffredo loop	48
nathan mott park, stone wall	nathan mott park	90
fresh pond tree	fresh pond greenway	82
airport trail- hidden in a stump	clay head trail	86
mott trail system	payne farm trail	58
cemetery	settler's rock	45
near bottom of "lonely stairs" in a wall near a tree with signs like: hogwarts, winterfell, etc. off beacon hill road	beacon hill	60
under signage tree in the enchanted loop	enchanted forest	86
sign tree in nathan mott park	nathan mott park	90
airport (in bushes)	mansion beach	45
loffredo loop on my birthday!!	loffredo loop	90
wedged between tree trunks at turnip farm on lofferdo loop and westside rd,	turnip farm	90
dodge cemetary	win dodge	86
ct ave greenway trail	bi greenway	86
tree notch near middle earth	scotch beach	52
payne farm/ fresh swamp	fresh swamp	90
black rock weather station	black rock	90
greenway spur near beacon hill	beacon hill	90
lighthouse	southeast light	60
fresh pond tree near cemetery	sachern pond	86
old mill rd by horses in rock wall	settler's rock	86
in freshly cut grass at fresh pond	sachern pond	86
dorie's cove	enchanted forest	48
liotto	harrison loop	54
path in rodman's hollow	rodman's hollow	90
trail to north lighthouse	north light	90
middle earth(??)	mansion beach	48
artin's trail	mohegan trail	62
hodge nature preserve	hodge family wildlife preserve	76
greenway trail off ct ave.	clay head trail	86
path to north light	north light	90
greenway-fresh swamp	fresh swamp	90
ragged sailor building alley under hydrangeas	new harbor	51
clay head trailside	clay head trail	88
in a tree along clayhead trail	clay head trail	87
tree on harrison trail before middle earth	clay head trail	86
tree trunk	turnip farm	46
end of rodman's hollow trail at black rock point in a hold under a rock	rodman's hollow	90
fresh pound	fresh pond greenway	86
old mill rd	hodge family wildlife preserve	55
blockislanf	black rock	48
marsh hawk hollow in stone wall	rodman's hollow	86
nathan mott trail stone wallcorner	clay head trail	86
ocean view pavillion	ocean view pavilion	97
behind 'god bless usa" sign at sit your butt or take a putt	win dodge	50
greenway trail (tree stump)	clay head trail	86
bonnell beach champlain road behind plack	mansion beach	86
elizabeth dickens trail in a pricker bush, halloween day , 2017	clay head trail	86
elizabeth dickens trail, sw- in clump of tall grass	clay head trail	86
lewis-dickens farm trail	lewis-dickens farm	95
win dodge preserve, tree, near entrance	win dodge	90
bingo prize	hodge family wildlife preserve	40
farmer's market	andy's way	86
winn dodge	win dodge	95
beach ave loop	mansion beach	56
maze trail	clay head trail	86
spring street gallery in the tree poetry box	'the maze'	86
sit your butt or take a putt	'the maze'	45
2nd bluff	mohegan bluffs	70
the hodge family preserve	'the maze'	86
champlin rd beach before the coast guard station	'the maze'	86
across from the labyrinth	'the maze'	86
greenway trail enchanted forest	enchanted forest	90
inside cannon (baby size float)	mansion beach	49
sunset beach	scotch beach	67
enchanted forest path in branches up high	enchanted forest	90
beach ave bridge at corn neck rd	mansion beach	86
roiles harbor beach off clayhead trail	clay head trail	87
black rock rd. down from 1st trail head under tree	black rock	90
beacon hill greenway trail	beacon hill	90
charlestown beach	mansion beach	67
rodman's hollow, heading towards fresh pond	rodman's hollow	90
clayhead trail, base of a tree	clay head trail	86
shoreline just e. of settler's rock	settler's rock	90
mott trail	clay head trail	86
beginning of greenway: enchanted forest	enchanted forest	90
rodmans hollow short loop	rodman's hollow	86
under bridge on clayhead trail	clay head trail	87
nathan mott greenway	bi greenway	86
nathan mott memorial park	nathan mott park	86
enchanted forest in an old log	enchanted forest	90
at the labyrinth behind the painted rock in the sculpture garden. it was a rainy day.	settler's rock	86
head of nathan mott trail	clay head trail	86
win-dodge in a tree	win dodge	90
dodge family wildlife preserve	hodge family wildlife preserve	97
clayead trail	clay head trail	93
the maze, inside cedar tree	'the maze'	90
near the pavilion	'the maze'	86
the maze, at base of tree	'the maze'	90
library, front yard	black rock	45
tennis courts	turnip farm	42
enchanted forest, inside tree trunk at a dead end	enchanted forest	90
alleyl by rebecca's	andy's way	86
clayhead trail in tree	mohegan trail	86
clay head trail in a tree	clay head trail	90
martin lots near old mill red.	meadow hill	55
dorry's cove-by driftwood	rodman's hollow	86
southeast light house	southeast light	95
greenway between old mill and cooneymus	bi greenway	86
labrynth	clay head trail	45
harrison trail at west side road, in stone wall	clay head trail	86
cannon base	mansion beach	58
dory's cove beach	andy's way	86
gifted by clever friends	fresh swamp	40
fresh pond trail off of rodman's hollow in large tree at path intersection	rodman's hollow	90
under some trail shrubbery at an intersection somewhere between enchanted forest and turnip farm	enchanted forest	90
rodmans hollow area	rodman's hollow	82
payne rd greenway	bi greenway	86
inside tree-greenway	bi greenway	86
charleston beach behind driftwood	mansion beach	86
rocks mansion beach foundation	mansion beach	90
beans point	mansion beach	55
mansion beach by rocks	mansion beach	90
fence line at strings and things	enchanted forest	45
in a rock wall on clayhead trail	clay head trail	87
ocean ave	ocean view pavilion	86
peter woods greenway park in tree	bi greenway	86
on side road under a hollow of a tree leading into the maze	'the maze'	90
under the stairs in crescent/kid beach	'the maze'	86
settler's rock shoreline	settler's rock	90
greenway off lakeside dr.	bi greenway	86
beach road trail	clay head trail	58
bonnell beach pathway	mansion beach	86
crescent beach	scotch beach	69
firehouse bingo	bi greenway	44
enchanted woods	enchanted forest	77
pebble beach	mansion beach	56
mohegan trail	mohegan trail	100
ocean view hotel	ocean view pavilion	73
between two graves at main island cemetary	fresh swamp	50
on beach at end of scotch rd	mansion beach	86
sea grass mohegan bluffs	mohegan bluffs	90
fresh swamp by payne rd	fresh swamp	90
bridge near mansion beach	mansion beach	90
under stairs to beach on cornneck road	mansion beach	86
mohegan bluffs lobster trap	mohegan bluffs	90
playground at the school	'the maze'	86
greenaway path old town road	bi greenway	66
stone wall in the old graveyard on corn neck rd	'the maze'	86
southeast point	southeast light	80
park near ferry boat dock	nathan mott park	86
bluffs beach by the driftwood hut	mohegan bluffs	86
negus park	nathan mott park	86
ocean view pavilion trail	ocean view pavilion	95
tree downtown off water street	bi greenway	47
walkers welcome path mohegan trail	mohegan trail	90
in a tree habor church park	nathan mott park	86
tree at indian cemetary	nathan mott park	46
black rock road west loop	black rock	90
cooneymus beach under a log crossing the freshwater stream/waterfall	mansion beach	86
horse farm on old mill rd.	turnip farm	86
meadow greenway trail	bi greenway	86
to the right of nathan mott (enchanted forest) trail in a stonewall	enchanted forest	90
black rock parking lot	black rock	90
under granite bench on old dunn property	beacon hill	58
scotch	scotch beach	90
win-dodge presrve	win dodge	90
southside beacon hill road greenway trail	beacon hill	90
maze near laphams	'the maze'	86
abrams' animal farm	turnip farm	86
in the stone wall along corn neck rd	'the maze'	86
under the bench at the grass triangle where pilot hill and spring st meet	meadow hill	86
surf hotel beach	scotch beach	64
atwood	enchanted forest	45
behind harbor bay and harbor pond marker	sachern pond	86
gift: cooneymus beach in a bush	mansion beach	86
stairs to the sacred labyrinth	'the maze'	86
playground tree	clay head trail	47
under a loose board on clay head trail	clay head trail	90
inside the barrel of the cannon at legion park	'the maze'	86
inside mill stone on corner of old town & center road	rodman's hollow	51
fred benson town beach among some rocks	mansion beach	86
clayhead in a root!!! :)	clay head trail	61
west beach, block island	mansion beach	86
the daffodils	'the maze'	86
west beach near north point	north light	86
greenway off cooneymus	bi greenway	86
turnstile up from smilin' thru in a cedar tree in open field	harrison loop	56
dinkel mazzur cemetery	'the maze'	56
lewis dickenson farm	lewis-dickens farm	95
under bridge on clayhead	clay head trail	63
middle pond	fresh pond greenway	86
bi bicycle tour qr #4	bi greenway	86
clayhead trail base of tree	clay head trail	86
dump beach walking toward beane point	mansion beach	86
on the rocks at scotch beach	scotch beach	90
on the beach behind a large rock near mansion beach road and the crescent cottages	mansion beach	90
hodge preserve- corn neck rd.	hodge family wildlife preserve	65
flower walk	fresh swamp	45
john dodge cemetery road	win dodge	86
flower trail	mohegan trail	64
end of breakwater, entrance into great salt pond	great salt pond	90
stone wall near fresh pond	sachern pond	86
small garden behind club soda	bi greenway	47
dickens farm trail	turnip farm	86
greenway off payne rd.	bi greenway	86
martin's trail	mohegan trail	67
loffredo loop : beginning of trail in a tree crevice	loffredo loop	90
ocean view park	ocean view pavilion	76
breed property trail	mohegan trail	86
tin can in ruins	enchanted forest	44
ocean view	ocean view pavilion	90
john e. tughole	rodman's hollow	47
enchanted forest beacon hill trail	enchanted forest	90
dump beach under tall grass	mansion beach	86
clayhead trail at base of tree	clay head trail	86
northern clayhead :)	clay head trail	59
clay head trail beach	clay head trail	95
in the field near the beginning of the fresh swamp trail	fresh swamp	90
mott trail head	clay head trail	76
rodman's hollow in brush under a pine tree	rodman's hollow	90
beach entrance found 5/5/19!	mansion beach	86
rodman's hollow under a tree	rodman's hollow	90
in a tree stump on clayhead trail	clay head trail	87
beach on the great salt pond behind aka house	great salt pond	90
stump on harrison trail	clay head trail	86
tiny cemetery down the neck(sands cemetery?)	'the maze'	86
lewis-dickens farm trial	lewis-dickens farm	95
bluestone	mohegan bluffs	48
pots and kettles beach	mansion beach	86
greenway between beacon hill road and west side road	beacon hill	90
in a tree at clayhead trail head.	clay head trail	86
dickens rd under metal ring	lewis-dickens farm	86
win dodge reserve	win dodge	90
turnip farm greenway	turnip farm	90
"fort" at dorie's cove	settler's rock	86
settler's rock beach	settler's rock	95
wedged in a tree in the turnip farm	turnip farm	90
hodges nature preserve	hodge family wildlife preserve	65
crabapple tree in front of harbor church	new harbor	86
coast guard station	clay head trail	53
entrance to dorie's cove under a large piece of driftwood	rodman's hollow	86
the beach, inside of a big log	'the maze'	86
overlook path off mohegan trial	mohegan bluffs	86
corn neck rd in stone wall near beautiful tree by mitchell farm	turnip farm	86
in driftwood log at dory's cove	rodman's hollow	86
between peckham farm and payne farm	turnip farm	86
black sand trail	black rock	86
legion hall cannon (took an hour to get out)	beacon hill	58
windodge	win dodge	94
settler's rock	settler's rock	100
snake hole rd beach	scotch beach	86
great salt pond under walkeay	great salt pond	90
under bench on road that goes to stevens cove to	great salt pond	51
the beach, in a log	'the maze'	86
elizabeth dickens	lewis-dickens farm	57
dories cove inside a piece of drift wood	'the maze'	45
block island park	nathan mott park	52
skate park	nathan mott park	86
path to fresh pond from rodman's hollow	rodman's hollow	90
block island graveyard tree	black rock	51
trail between cooneymus rd and lakeside dr	clay head trail	86
andys way	andy's way	95
mott trail in a maple tree	clay head trail	86
trails between beacon hill rd and old mill rd	beacon hill	90
south end of clay head beach	clay head trail	86
in veterans park	settler's rock	53
legion park- farmers market	nathan mott park	86
under stairs by gazebo	'the maze'	45
mansion beach foundations	mansion beach	90
path across from big red barn on beacon hill rd	beacon hill	90
bach trail	clay head trail	86
heinz field	hodge family wildlife preserve	50
indian cemetery rock wall	settler's rock	86
west side rd	settler's rock	46
hodge's wildlife preserve	hodge family wildlife preserve	91
fork in fresh swamp trail	fresh swamp	90
walking trail between cooneyymus and old mill road	clay head trail	86
stonewall at end of hodge preserve	hodge family wildlife preserve	61
fresh pond loop	fresh pond greenway	76
wind dodge reserve	win dodge	86
path to cooneymus beach	mansion beach	86
1/2 mile north of benson beach on corn neck road	north light	86
dodge family preserve, stone foundation	win dodge	86
north mouth of the great salt pond, donated to rita at the 1661 inn, you can see it there!	great salt pond	90
north dump beach	scotch beach	64
martin property	harrison loop	50
gaffney trail/in tall grass by white fense	clay head trail	86
rock wall on service rd b/t corn neck rd and north end of clay head trail	clay head trail	90
farmers market	'the maze'	49
gafffney trail on top of stone wall	clay head trail	86
brick wall on corn neck road	andy's way	50
enchanted forest (found june 2017)	enchanted forest	90
rodmans hollow, long loop up in a tree	rodman's hollow	86
near turnip farm/ hiking trail off old mill rd	turnip farm	90
gifted to me by a friend who found it.	'the maze'	53
lakeside dr	black rock	48
near beach head	scotch beach	56
meadow hill greenway on old town road in bottom of hollow/rotton tree in beginning of path	rodman's hollow	86
beach in front of coast guard	mansion beach	86
along shoreline of hodge family wildlife preserve	hodge family wildlife preserve	90
stink stack of outhouse by southeast light house	southeast light	90
black rock overlook	black rock	90
turnip farm trail	turnip farm	90
on the beach off of clayhead trail	clay head trail	87
beginning of nathan mott trail	clay head trail	86
clay head trail in brush past beach access	clay head trail	90
freeway trail	payne farm trail	66
tree stump	fresh swamp	57
past toms point, bi	bi greenway	86
rodman's hollow bench	rodman's hollow	95
in the canon	'the maze'	86
bottom fork of tree on greenways path	bi greenway	74
bike rack dinghy beach	mansion beach	86
scott beach bike rack	mansion beach	86
rock wall off lakeside drive.	settler's rock	86
near fresh pond monument	sachern pond	86
trail off west side road	clay head trail	86
stone wall on path to rodmans hollow from old mill road	rodman's hollow	86
spring st and pilot hill rd	meadow hill	86
stone wall at peckham pond	sachern pond	86
enchanted forest on old mill rd	enchanted forest	90
grove point	great salt pond	59
floating in harbor pond	sachern pond	86
in rocks above beach along spring st	mansion beach	86
beach ave. trail	clay head trail	64
right side of north light on beach	north light	90
by beach access to baby beach	mansion beach	86
entrance to southeast lighthouse	southeast light	90
spring street	southeast light	48
parking lot of the mohegan bluffs	mohegan bluffs	90
in a plant in front of library	bi greenway	45
the putting green near mohegan bluffs in one of the holes	mohegan bluffs	90
attwood overlook in a bush	payne overlook	86
corner pilot hill & spring	meadow hill	86
walkway @ the bluffs	'the maze'	86
lakeside greenway trail	clay head trail	86
cooneymus rd	lewis-dickens farm	38
in the flower garden across the street from the national	'the maze'	86
st andrews stone wall chapel st	mansion beach	49
geocaching at mansion in rock statue	settler's rock	86
dump beach, on small cliff, under lobster pot basket	mansion beach	86
in my bed! (gifted)	meadow hill	40
black rock rd near tom's point	black rock	90
under a bush in rodman's hollow	rodman's hollow	90
on beach near wash pond	sachern pond	86
green way trail under wooden bridge	clay head trail	86
between dories cove and cooneymus beach	mansion beach	86
cemetary next to the big tomb	'the maze'	86
rodmans hollow- right of black rock rd in stone wall	black rock	90
on ground by path at rodman's hollow thanksgiving 2016	rodman's hollow	90
take a putt	payne farm trail	44
robin hollow in meadow	meadow hill	86
enchanted	enchanted forest	90
clayhead beach trail	mansion beach	86
harrison loop in tree stump	harrison loop	90
tree branch harrison loop	harrison loop	90
harrison trail between west side road and beacon hill	beacon hill	90
robman hollow path right of black rock rd in meadow	black rock	90
trail near turnip farm	turnip farm	90
clayhead in a tree	clay head trail	67
under rope at north lighthouse beach	north light	90
coast guard beach in a hollow log	rodman's hollow	86
north light house	north light	90
enchanted forest : small side trail up a hill next to stone wall	enchanted forest	90
north light beach in a tall upright piece of driftwood	north light	90
north light house at very tip or beach between 2 logs	north light	90
little free library @ the skate park	'the maze'	86
manisseans monument stone across from fresh pond	sachern pond	86
path to north lighthouse in grasses	north light	90
in the cannon at legion park	'the maze'	86
clayhead trail (maze)	'the maze'	86
overlook wall	payne overlook	72
sahara's field	clay head trail	48
behind driftwood on north lighthouse beach	north light	90
payne overlook	payne overlook	100
heinz field on top of porta potty	nathan mott park	43
north lighthouse beach	north light	90
great salt pond to beacon hill	great salt pond	90
cooneymus rd.	lewis-dickens farm	38
water line west of north light right of settlers rock	north light	90
ocean view garden	ocean view pavilion	72
block island's mansion beach	mansion beach	90
pavilion	ocean view pavilion	90
town beach	mansion beach	70
lewis dickens farm preserve	lewis-dickens farm	90
charleston beach found 7/6/2017	mansion beach	86
mansion rd. beach parking lot in a tree	mansion beach	86
hodge preserve in a tree down by middle pond	sachern pond	86
hodge wildlife reserve	hodge family wildlife preserve	85
martin lots	harrison loop	58
hodge preserve parking area	hodge family wildlife preserve	65
clayhead trail hidden in shrubs	clay head trail	86
hodge family wildlife preserve stone wall	hodge family wildlife preserve	95
clay head trail overlook	clay head trail	90
clayhead trail perched in a tree	clay head trail	86
stone wall along clayhead trail	clay head trail	87
clayhead and then catch and released on black rock	black rock	90
north west dump beach	north light	86
rodman's hollow side trail	rodman's hollow	90
toy boat race	clay head trail	43
payne road greenway in tall grass	bi greenway	86
winfield preserve	hodge family wildlife preserve	86
rocks by the boat dock	'the maze'	86
payne road greenway broken	bi greenway	86
near fresh pond	fresh pond greenway	76
floating in a duck pond	sachern pond	86
hole in wall by mansion beach parking lot	mansion beach	90
greenway entrance old mill rd.	bi greenway	86
greenways	fresh pond greenway	85
mosquito beach?	scotch beach	62
entrance to beach in wall across from beachhead	mansion beach	86
jim gaffney greenway	bi greenway	86
greenway between old mill and beacon hill	beacon hill	90
mansion ruins	mansion beach	66
peter wood's trail	andy's way	86
hodge greenway	hodge family wildlife preserve	86
mill pond rd	fresh pond greenway	86
legion hall cannon	beacon hill	58
next to compost bin, public gardens atop hill in new shoreham	new harbor	86
tire on west beach	scotch beach	86
on old mill trail next to cooneymus rd in a stone wall	clay head trail	86
rodman's hallow side path	rodman's hollow	86
art installation at hodge preserve	win dodge	67
dorys cove on the sand	'the maze'	86
near paul garra memorial bench	new harbor	51
rodman's trails	andy's way	86
loffredo preserve on top of birdhouse	loffredo loop	86
off old mill rd	loffredo loop	41
greenway trail off beacon hill in a rock wall	beacon hill	90
in a stonewall on a side trail in rodmans hollow	rodman's hollow	87
connecting trail between black rock and long loop in rodman's hollow	rodman's hollow	90
not sure	southeast light	53
greenway by p.woods	bi greenway	86
old mill road trail to rodmans hollow eye level in branches!	rodman's hollow	86
wild life refuge	hodge family wildlife preserve	68
mansion	mansion beach	90
entrance of tulip and avatar	turnip farm	50
romans hollow	rodman's hollow	93
gracies cove beach	scotch beach	86
greenway trail fp	bi greenway	86
bic trail off beach ave	clay head trail	86
greenway trail off of beacon hill	beacon hill	90
rodmens hollow	rodman's hollow	90
darius inn in the creeping hydrangea	'the maze'	86
block island club	black rock	51
the greenway, center rd	'the maze'	86
rodhams hollow	rodman's hollow	83
wooden crate on beach near bluffs	mohegan bluffs	86
block rock	black rock	90
potts and kettel beach	mansion beach	86
bi playground	black rock	43
monument	southeast light	45
wall corner of old mill rd and west side road	beacon hill	55
gracie's cove	great salt pond	50
clay head trail at the beach entrance	clay head trail	90
fresh water preserve	hodge family wildlife preserve	86
in the bushes at a rodman's hollow overlook	rodman's hollow	90
center st. cemetery against a tombstone	settler's rock	51
overlook trail	payne overlook	69
small trail off of cooneymus rd	clay head trail	86
the post office	'the maze'	86
back seat of truck	black rock	57
lakeside drive	hodge family wildlife preserve	47
center st. cemetery foot of tombstone	settler's rock	51
turnip farms	turnip farm	96
nathan mott park trail under a rock	nathan mott park	90
behind north light sign, in a plant	north light	90
beach ave.trail	clay head trail	64
greenway beach road	scotch beach	86
nathan mott park & turnip farm	nathan mott park	90
arts & craft guild	payne farm trail	42
greenway near street	bi greenway	86
park	nathan mott park	90
oceanview pavillion	ocean view pavilion	95
hodge entrance	hodge family wildlife preserve	86
beach avenue traik	scotch beach	86
blue stone at clay head trail	clay head trail	90
american legion post 36	mansion beach	46
bi nat. wildlife refuge, near labyrinth	bi greenway	86
beach at clay head trail	clay head trail	90
bi wildlife refuge trail	clay head trail	86
clay head trail (under footbridge)	clay head trail	90
clayhead trail near trail merge	clay head trail	86
vail beach/black rock on beach above tide line	black rock	90
clay head hill trail	clay head trail	95
fresh swamp and payne farm trail	fresh swamp	90
clay head nature trail. left side under the brush	clay head trail	86
gazebo at ocean view	ocean view pavilion	66
next to rock on greenway	settler's rock	86
fresh swamp & payne farm trail	fresh swamp	90
bagel shop	rodman's hollow	45
driftwood log at the entrance to ocean view	'the maze'	86
ocean view pavilion inside ornamental grass bush	ocean view pavilion	90
hodge preserve near fence post	hodge family wildlife preserve	61
across from the beach head	clay head trail	86
bingo	bi greenway	54
the legion hall cannon	'the maze'	86
the cannon where the farmer's market is	rodman's hollow	86
spring street, 'art garden' near bench under tree	great salt pond	48
fish tote on sw corner beach	mansion beach	86
dorreys cove in abig pile of clay dirt	clay head trail	86
chamber of commerce	sachern pond	45
old mill road greenway trail	clay head trail	86
clayhead traik	clay head trail	90
clayhead trails off the main path	'the maze'	86
rodmans hollow stone wall	rodman's hollow	86
greenway trails	bi greenway	80
marsh hawk hollow in center of tree stump	rodman's hollow	86
mohegan bluff overlook	mohegan bluffs	86
marsh hawk hollow up in a tree	rodman's hollow	86
in tree on greenway trails	bi greenway	86
end of dump road	andy's way	43
dump beach- in upright log	mansion beach	86
greenway trail old town rd	clay head trail	86
greenway trail #3 in a stump	clay head trail	86
enchanted forrest in a hollow tree	rodman's hollow	86
high meadow greenway	bi greenway	86
charleston beach near inlet	mansion beach	86
"northern lights" poem box at a cow cove	north light	78
bench at the tranfer station	'the maze'	86
behind historical society	beacon hill	50
east of fresh water pond	sachern pond	86
salt water pond	great salt pond	76
beach ave greenway	scotch beach	86
greenway off beacon hill rd.	beacon hill	90
inside giant drift tree on coast guard jeti	mohegan trail	49
in a potted christmas catus in airport lobby	new harbor	54
greenway trails by payne rd	bi greenway	86
hodge preserve trail	hodge family wildlife preserve	86
lewis dickens	lewis-dickens farm	95
beach ave trails	clay head trail	62
trail off of west side road across from peckhams	clay head trail	86
hollow log, walking south from west beach rd	rodman's hollow	86
windodge greenway	bi greenway	86
wall by peter wood's house	rodman's hollow	86
town cemetery	'the maze'	43
emily dickens trail/stonewall	clay head trail	86
atop porta potty heinz field	'the maze'	43
path off old mill rd	loffredo loop	46
emily dickens	lewis-dickens farm	66
on the ground in the greeenway off of conneymus road	'the maze'	86
lake side dr across from fresh pond	sachern pond	86
in a tree of on the greenway off of conneymus road	'the maze'	86
rodman hollow side trail	rodman's hollow	86
lewis dickson reserve	lewis-dickens farm	67
gaffney greenway, on a stump	bi greenway	86
greenway off old mill rd in crook of tree	bi greenway	86
nathan mott park/enchanted forest	enchanted forest	90
harrison's loop	harrison loop	95
old mill side trail going into rodman's hollow under grass	rodman's hollow	90
lewis dickens reserve sign in box	lewis-dickens farm	86
in the flower boxes outside of the post office	'the maze'	86
hodge family preserve trail	clay head trail	86
emily dickens trail	lewis-dickens farm	65
hollowed out tree stump meadow hill	meadow hill	90
coneymus ed in the wall	'the maze'	86
greenway on old mill road under brush	bi greenway	86
block island	black rock	45
united states	enchanted forest	48
in a tree @ old mill greenway	bi greenway	86
enchanted forest entrance on old mill road in a tree	enchanted forest	90
southeast lighthouse overlook	southeast light	90
beach access path	scotch beach	59
elizabeth dickens trailhead at dicken's road	rodman's hollow	86
behind rock sign for north lighthouse beach	north light	90
near north light trail parking	north light	90
legion park canon	ocean view pavilion	48
great salt pond across from coast guard beach	great salt pond	90
library	bi greenway	44
southeasr lighthouse window	southeast light	84
the crest of black rock loop	black rock	90
coast guard cut, block island	black rock	51
greenaway trail	bi greenway	62
west side of sandy point	andy's way	60
enchanted forest, near year-round pond	enchanted forest	90
ocean view foundation pavilion in a tree	ocean view pavilion	86
harrison loop, in the nook of a tree.	harrison loop	90
clay head trail tucked in vines	clay head trail	90
mott park area / airport	nathan mott park	86
mott park, in a rock wall	settler's rock	86
nature's nobleman greenway	rodman's hollow	86
west beach (behind the dump). found inside rusted circle piece up against bottom of mini bluffs.	mohegan bluffs	86
near airport	new harbor	61
off old mill road	loffredo loop	45
rodman's hollow in some rocks	rodman's hollow	90
in the canon legion park	'the maze'	86
near harrison loop	harrison loop	95
gracie's cove entrance	settler's rock	86
mott trail near bench	mohegan trail	86
greenaway in grasses	bi greenway	70
near beach ave. and corn neck rd.	mansion beach	86
rodman's hollow behind stone marker	rodman's hollow	90
greenway path off beacon hill rd	beacon hill	90
n41 09.580 w071 36.126	andy's way	27
enchanted forest cart way	enchanted forest	90
turnip farm greenway entrance in rocks	turnip farm	90
re-hidden on 4/30/16	sachern pond	45
off old mill rd greenway	bi greenway	86
bluff trail at black rock	black rock	90
bluff trail at black rock, in a rock wall	black rock	90
rodman's hollow-loop by black rock	rodman's hollow	90
loefflers loop	loffredo loop	74
mill stone at center rd and old town rd	rodman's hollow	54
2nd bluffs path in tree	mohegan bluffs	86
greenway close to cooneymus road	bi greenway	86
in the roof of the driftwood hut past the north point lighthouse	north light	86
old town road	rodman's hollow	48
enchanted forest in hollowed out tree	enchanted forest	90
snake hole rd.	rodman's hollow	54
motts trail	mohegan trail	67
meadow hill trail in a tree covered in vines	meadow hill	90
motts park	nathan mott park	86
entrance to vail beach, in trees	mansion beach	86
fresh swamp trail in stone wall!	fresh swamp	90
snake hole road at entrance to beach access	mansion beach	86
hodge preserve behind the stone trail marker	clay head trail	86
cooneymus beach in a lobster trap	mansion beach	86
hodge family preserve- deep in the bowels of the rock wall	settler's rock	86
cooneymus beach hidden in log wall	mansion beach	86
trail off payne rd	payne farm trail	78
under drift wood left of graces cove entrance	enchanted forest	48
grace's point- deep in the bowels of a gigantic piece of driftwood	rodman's hollow	86
cemetery- up in a tree!	bi greenway	45
