originalEntry	fuzzyMatchedEntry	fuzzyMatchScore
"jones trail, rodman's hollow"	rodman's hollow	90
mohegan bluffs stairs	mohegan bluffs	90
greenway trail fresh water pond in a stone wall crevice	greenway	90
circle of rocks on mansion beach	mansion beach	90
west beach in a chimney	west beach	90
grace's cove on top of the fort	grace's cove	90
trail across from fresh pond	fresh pond	90
the greenway off of beacon hill road	beacon hill	90
cooneymus beach next to waterfall	cooneymus beach	90
old mill rd greenway	greenway	90
in water hogpen new harbor	new harbor	90
crook of tree at mitchell farm	mitchell farm	90
drift wood tipi near north light	north light	90
rodman's hollow black rock beach overlook	black rock beach	90
sign at southeast lighthouse	southeast light	90
bike rack across from baby beach	baby beach	90
old mill road stone wall (greenway trail)	greenway	90
marsh trail off beacon hill	beacon hill	90
"dorry's cove, under seas grass and sticks"	dorry's cove	90
fresh pond behind a tree	fresh pond	90
north light upper path	north light	90
nathan mott park in hollowed out log	nathan mott park	90
win dodge rock wall	win dodge	90
behind rocks on harrison trail before middle earth	harrison trail	90
fresh pond preserve greenway	fresh pond	90
fresh pond canoe launch at waters bank in grass	fresh pond	90
greenway by fresh pond	fresh pond	90
hyland trail under tree near a stone wall covered with branches	hyland trail	90
hyland trail in a tree	hyland trail	90
loffredo loop...in the branches of the big beautiful tree :)	loffredo loop	90
behind rock wall on the maze trail	the maze	90
rodman's hollow stuck in a tree on the rough road	rodman's hollow	90
"the maze, behind a small tree"	the maze	90
nathan mott park on 7/29	nathan mott park	90
"the maze, in a rock wall"	the maze	90
"the maze, in a giant rhododendron bush"	the maze	90
greenway trail. will rehide #95	greenway	90
by the water bottle refill station on corn neck road	corn neck road	90
nathan mott park (big tree)	nathan mott park	90
hodge	hodge family wildlife preserve	90
spring street gallery	spring street	90
logwood cove- in a log	logwood cove	90
on the beach at the north lighthouse	north light	90
meadow greenway	greenway	90
short trail off of mohegan trail	mohegan trail	90
enchanted forest behind a rock wall	enchanted forest	90
turnip farm behind small road sign at an intersection	turnip farm	90
scotch beach- last beach access	scotch beach	90
west of north light	north light	90
fresh swamp trail- in tree branches	fresh swamp	90
john r. dodge cemetery	dodge cemetery	90
tree by fresh pond	fresh pond	90
grace's cove beach under a log (had to dig a little)	grace's cove	90
harrison trail in tree near west side rd	harrison trail	90
crescent beach walkover	crescent beach	90
mohegan bluffs under bench	mohegan bluffs	90
pilot hill	pilot hill road	90
in grass behind the turnip farm sign	turnip farm	90
greenway path off of old mill rd	greenway	90
in tree off airport trail	airport	90
"rodman's hollow, in a pine tree trunk"	rodman's hollow	90
"long lot trail, somewhere in the maze"	long lot trail	90
harrison trail before middle earth in tree notch	harrison trail	90
marsh hawk hollow in a tree stump	marsh hawk hollow	90
greenway trail off of cooneymus	greenway	90
"under a log, greenway, beacon hill"	beacon hill	90
rocks by bike rack at the top of the mohegan bluffs	mohegan bluffs	90
rodman's hollows in tree	rodman's hollow	90
rodman's hollow in a dead tree stump	rodman's hollow	90
american legion park	legion park	90
tree	spring street	90
airport greenway trail	airport	90
tree stump mansion beach parking lot	mansion beach	90
just off trail that turns right near rodman hollow parking lot	rodman hollow	90
fresh pond overlook	fresh pond	90
greenway off old mill road	greenway	90
greenway-fresh swamp trail	fresh swamp	90
greenway trail off old mill road in a tree	greenway	90
greenway trail old mill	greenway	90
under a rock below middle earth sign	middle earth	90
greenway trail (off lakeside dr)	greenway	90
nathan mott greenway- stonewall	greenway	90
cooneymus beach behind a huge rock	cooneymus beach	90
"rodman's hollow,on ground...1/4 mi. from entrance"	rodman's hollow	90
greenway trail off old mill	greenway	90
greenway south off old mill rd	greenway	90
under bench at end of pilot hill road	pilot hill road	90
nathan mott park in a tree!	nathan mott park	90
behind tree rodman's hollow short loop	rodman's hollow	90
greenway trail by airport	airport	90
beacon hill road greenway trail	beacon hill	90
beacon hill doc willis's stone wall	beacon hill	90
harrison loop in the base of a tree	harrison loop	90
rodman hollow trail map case	rodman hollow	90
fresh pond trails	fresh pond	90
path off of old mill road	old mill road	90
on clay head trail in tall grass near the north end of the trail	clay head trail	90
rodman's hollow long loop	rodman's hollow	90
"beacon hill greenway trail, in a stone wall"	beacon hill	90
off of old mill rd on greenway trail	greenway	90
fresh pond in a tree	fresh pond	90
snake hole	snake hole road	90
"nathan mott park, stone wall"	nathan mott park	90
the hodge greenway trail	greenway	90
fresh pond tree	fresh pond	90
airport trail- hidden in a stump	airport	90
mott trail system	mott trail	90
cemetery	dodge cemetery	90
sign tree in nathan mott park	nathan mott park	90
airport (in bushes)	airport	90
loffredo loop on my birthday!!	loffredo loop	90
"wedged between tree trunks at turnip farm on lofferdo loop and westside rd,"	turnip farm	90
ct ave greenway trail	greenway	90
tree notch near middle earth	middle earth	90
payne farm/ fresh swamp	fresh swamp	90
greenway spur near beacon hill	beacon hill	90
fresh pond tree near cemetery	fresh pond	90
greenway trail off old mill rd	greenway	90
in freshly cut grass at fresh pond	fresh pond	90
"payne road greenway, buried in the grass behind a trail marker sign"	payne road greenway	90
path in rodman's hollow	rodman's hollow	90
trail to north lighthouse	north light	90
stone wall on lakeside dr just before the fresh pond view trail head	fresh pond	90
greenway trail off ct ave.	greenway	90
path to north light	north light	90
greenway-fresh swamp	fresh swamp	90
tree on harrison trail before middle earth	harrison trail	90
end of rodman's hollow trail at black rock point in a hold under a rock	rodman's hollow	90
marsh hawk hollow in stone wall	marsh hawk hollow	90
nathan mott trail stone wallcorner	mott trail	90
greenway trail off payne road	greenway	90
greenway trail (tree stump)	greenway	90
greenway trail entrance on payne's rd.	greenway	90
"elizabeth dickens trail in a pricker bush, halloween day , 2017"	elizabeth dickens trail	90
"elizabeth dickens trail, sw- in clump of tall grass"	elizabeth dickens trail	90
"win dodge preserve, tree, near entrance"	win dodge	90
spring street gallery in the tree poetry box	spring street	90
greenway trail on old mill road in a tree just past entrance.	greenway	90
champlin rd beach before the coast guard station	coast guard station	90
greenway trail enchanted forest	enchanted forest	90
enchanted forest path in branches up high	enchanted forest	90
beacon hill greenway trail	beacon hill	90
"rodman's hollow, heading towards fresh pond"	fresh pond	90
shoreline just e. of settler's rock	settler's rock	90
beginning of greenway: enchanted forest	enchanted forest	90
nathan mott greenway	greenway	90
greenway trail off cooneymus rd.	greenway	90
enchanted forest in an old log	enchanted forest	90
head of nathan mott trail	mott trail	90
win-dodge in a tree	win dodge	90
"the maze, inside cedar tree"	the maze	90
"the maze, at base of tree"	the maze	90
"library, front yard"	library	90
"enchanted forest, inside tree trunk at a dead end"	enchanted forest	90
clay head trail in a tree	clay head trail	90
dorry's cove-by driftwood	dorry's cove	90
greenway between old mill and cooneymus	greenway	90
"harrison trail at west side road, in stone wall"	harrison trail	90
fresh pond trail off of rodman's hollow in large tree at path intersection	fresh pond	90
under some trail shrubbery at an intersection somewhere between enchanted forest and turnip farm	enchanted forest	90
inside tree-greenway	greenway	90
beach ave greenway trail	greenway	90
greenway trail between payne rd and westshore rd. found under small bridge	greenway trail	90
rocks mansion beach foundation	mansion beach	90
mansion beach by rocks	mansion beach	90
peter woods greenway park in tree	greenway	90
on side road under a hollow of a tree leading into the maze	the maze	90
settler's rock shoreline	settler's rock	90
trail at the fresh pond preserve	fresh pond	90
greenway off lakeside dr.	greenway	90
sea grass mohegan bluffs	mohegan bluffs	90
fresh swamp by payne rd	fresh swamp	90
bridge near mansion beach	mansion beach	90
mohegan bluffs lobster trap	mohegan bluffs	90
greenaway path old town road	greenaway	90
walkers welcome path mohegan trail	mohegan trail	90
cooneymus beach under a log crossing the freshwater stream/waterfall	cooneymus beach	90
trail to fresh pond preserve	fresh pond	90
meadow greenway trail	greenway	90
to the right of nathan mott (enchanted forest) trail in a stonewall	enchanted forest	90
scotch	scotch beach	90
win-dodge presrve	win dodge	90
southside beacon hill road greenway trail	beacon hill	90
gift: cooneymus beach in a bush	cooneymus beach	90
stairs to the sacred labyrinth	sacred labyrinth	90
under a loose board on clay head trail	clay head trail	90
inside the barrel of the cannon at legion park	cannon at legion park	90
fred benson town beach among some rocks	fred benson town beach	90
"west beach, block island"	west beach	90
west beach near north point	west beach	90
greenway off cooneymus	greenway	90
dump beach walking toward beane point	beane point	90
on the rocks at scotch beach	scotch beach	90
on the beach behind a large rock near mansion beach road and the crescent cottages	mansion beach	90
hodge preserve- corn neck rd.	hodge preserve	90
john dodge cemetery road	dodge cemetery	90
"end of breakwater, entrance into great salt pond"	great salt pond	90
greenway across from fresh pond on lakeside dr.	fresh pond	90
stone wall near fresh pond	fresh pond	90
fresh pond trail up in tree	fresh pond	90
greenway off payne rd.	greenway	90
beach avenue trail stone walll	beach avenue	90
loffredo loop : beginning of trail in a tree crevice	loffredo loop	90
ocean view	ocean view pavilion	90
enchanted forest beacon hill trail	beacon hill	90
in the field near the beginning of the fresh swamp trail	fresh swamp	90
mott trail head	mott trail	90
rodman's hollow in brush under a pine tree	rodman's hollow	90
rodman's hollow under a tree	rodman's hollow	90
beach on the great salt pond behind aka house	great salt pond	90
stump on harrison trail	harrison trail	90
greenway between beacon hill road and west side road	beacon hill	90
fresh pond under a large rock	fresh pond	90
win dodge reserve	win dodge	90
turnip farm greenway	greenway	90
wedged in a tree in the turnip farm	turnip farm	90
"greenway off lakeside drive, opposite fresh pond"	fresh pond	90
corn neck rd in stone wall near beautiful tree by mitchell farm	mitchell farm	90
peckham farm / fresh pond trail	fresh pond	90
great salt pond under walkeay	great salt pond	90
path to fresh pond from rodman's hollow	fresh pond	90
greenway trail (west side of bi)	greenway	90
mott trail in a maple tree	mott trail	90
trails between beacon hill rd and old mill rd	beacon hill	90
legion park- farmers market	legion park	90
mansion beach foundations	mansion beach	90
path across from big red barn on beacon hill rd	beacon hill	90
side of greenway trail at the end of snake hole road. sadly broken!	greenway trail	90
fork in fresh swamp trail	fresh swamp	90
walking trail between cooneyymus and old mill road	old mill road	90
stonewall at end of hodge preserve	hodge preserve	90
fresh pond loop	fresh pond	90
path to cooneymus beach	cooneymus beach	90
1/2 mile north of benson beach on corn neck road	corn neck road	90
"north mouth of the great salt pond, donated to rita at the 1661 inn, you can see it there!"	great salt pond	90
greenway trail off old mill road	greenway	90
gaffney trail/in tall grass by white fense	gaffney trail	90
rock wall on service rd b/t corn neck rd and north end of clay head trail	clay head trail	90
"gaffney trail, top of rock wall past bee hives"	gaffney trail	90
brick wall on corn neck road	corn neck road	90
enchanted forest (found june 2017)	enchanted forest	90
near turnip farm/ hiking trail off old mill rd	turnip farm	90
along shoreline of hodge family wildlife preserve	hodge family wildlife preserve	90
stink stack of outhouse by southeast light house	southeast light	90
turnip farm trail	turnip farm	90
beginning of nathan mott trail	mott trail	90
clay head trail in brush past beach access	clay head trail	90
bottom fork of tree on greenways path	greenway	90
mitchell farm rock fence on corn neck road	corn neck road	90
middle of fresh pond trail	fresh pond	90
near fresh pond monument	fresh pond	90
stone wall on path to rodmans hollow from old mill road	old mill road	90
stone wall at peckham pond	peckham pond	90
enchanted forest on old mill rd	enchanted forest	90
right side of north light on beach	north light	90
by beach access to baby beach	baby beach	90
entrance to southeast lighthouse	southeast light	90
parking lot of the mohegan bluffs	mohegan bluffs	90
in a plant in front of library	library	90
the putting green near mohegan bluffs in one of the holes	mohegan bluffs	90
attwood overlook in a bush	attwood overlook	90
lakeside greenway trail	greenway	90
stone wall on greenway trail off of payne road	greenway	90
greenway trail off of west side rd.	greenway	90
black rock rd near tom's point	tom's point	90
under a bush in rodman's hollow	rodman's hollow	90
between dories cove and cooneymus beach	cooneymus beach	90
on ground by path at rodman's hollow thanksgiving 2016	rodman's hollow	90
enchanted	enchanted forest	90
harrison loop in tree stump	harrison loop	90
tree branch harrison loop	harrison loop	90
harrison trail between west side road and beacon hill	beacon hill	90
trail near turnip farm	turnip farm	90
under rope at north lighthouse beach	north light	90
coast guard beach in a hollow log	coast guard beach	90
north light house	north light	90
enchanted forest : small side trail up a hill next to stone wall	enchanted forest	90
north light beach in a tall upright piece of driftwood	north light	90
north light house at very tip or beach between 2 logs	north light	90
little free library @ the skate park	library	90
manisseans monument stone across from fresh pond	fresh pond	90
path to north lighthouse in grasses	north light	90
behind driftwood on north lighthouse beach	north light	90
north lighthouse beach	north light	90
great salt pond to beacon hill	beacon hill	90
water line west of north light right of settlers rock	north light	90
block island's mansion beach	mansion beach	90
pavilion	ocean view pavilion	90
town beach	charlestown beach	90
lewis dickens farm preserve	lewis-dickens farm	90
hodge preserve in a tree down by middle pond	hodge preserve	90
hodge preserve parking area	hodge preserve	90
clay head trail overlook	clay head trail	90
rodman's hollow side trail	rodman's hollow	90
payne road greenway in tall grass	greenway	90
old mill greenway trail next to stone wall	greenway	90
near fresh pond	fresh pond	90
hole in wall by mansion beach parking lot	mansion beach	90
greenway entrance old mill rd.	greenway	90
jim gaffney greenway	greenway	90
greenway between old mill and beacon hill	beacon hill	90
hodge greenway	greenway	90
"next to compost bin, public gardens atop hill in new shoreham"	new shoreham	90
tire on west beach	west beach	90
greenway trail crossing cooneymus rd	greenway	90
art installation at hodge preserve	hodge preserve	90
greenway trail off beacon hill in a rock wall	beacon hill	90
connecting trail between black rock and long loop in rodman's hollow	rodman's hollow	90
greenway by p.woods	greenway	90
old mill road trail to rodmans hollow eye level in branches!	old mill road	90
mansion	mansion beach	90
entering rodman's west of fresh pond	fresh pond	90
greenway trail in a small tree	greenway	90
greenway trail off of beacon hill	beacon hill	90
rodmens hollow	rodman's hollow	90
"the greenway, center rd"	greenway	90
clay head trail at the beach entrance	clay head trail	90
in the bushes at a rodman's hollow overlook	rodman's hollow	90
nathan mott park trail under a rock	nathan mott park	90
"behind north light sign, in a plant"	north light	90
greenway beach road	greenway	90
nathan mott park & turnip farm	nathan mott park	90
greenway near street	greenway	90
park	ball o' brien park	90
beach avenue traik	beach avenue	90
blue stone at clay head trail	clay head trail	90
beach at clay head trail	clay head trail	90
clay head trail (under footbridge)	clay head trail	90
fresh swamp and payne farm trail	fresh swamp	90
next to rock on greenway	greenway	90
fresh swamp & payne farm trail	fresh swamp	90
ocean view pavilion inside ornamental grass bush	ocean view pavilion	90
hodge preserve near fence post	hodge preserve	90
the cannon where the farmer's market is	farmer's market	90
"spring street, 'art garden' near bench under tree"	spring street	90
chamber of commerce	block island chamber of commerce	90
old mill road greenway trail	greenway	90
clayhead traik	clay head trail	90
"on beach, southeast of little sachem pond under a mesh screen"	sachem pond	90
marsh hawk hollow in center of tree stump	marsh hawk hollow	90
marsh hawk hollow up in a tree	marsh hawk hollow	90
in tree on greenway trails	greenway	90
greenway trail old town rd	greenway	90
beach ave greenway trail on ground under grass	greenway	90
greenway trail #3 in a stump	greenway	90
high meadow greenway	greenway	90
northern lights poem box at a cow cove	cow cove	90
under tree deep in the grass fresh pond trail	fresh pond	90
beach ave greenway	greenway	90
greenway off beacon hill rd.	beacon hill	90
in a potted christmas catus in airport lobby	airport	90
greenway trails by payne rd	greenway	90
the greenway greenway trail	greenway	90
"hollow log, walking south from west beach rd"	west beach	90
windodge greenway	greenway	90
greenway trail in tuft of tall grass	greenway	90
lake side dr across from fresh pond	fresh pond	90
in a tree of on the greenway off of conneymus road	greenway	90
rodman hollow side trail	rodman hollow	90
greenway trail (lakeside drive)	greenway	90
"gaffney greenway, on a stump"	greenway	90
greenway off old mill rd in crook of tree	greenway	90
nathan mott park/enchanted forest	enchanted forest	90
old mill side trail going into rodman's hollow under grass	rodman's hollow	90
in the flower boxes outside of the post office	post office	90
greenway trail off old mill in the brush near a rock wall	greenway	90
hollowed out tree stump meadow hill	meadow hill	90
greenway on old mill road under brush	greenway	90
in a tree @ old mill greenway	greenway	90
enchanted forest entrance on old mill road in a tree	enchanted forest	90
southeast lighthouse overlook	southeast light	90
elizabeth dickens trailhead at dicken's road	elizabeth dickens trail	90
behind rock sign for north lighthouse beach	north light	90
near north light trail parking	north light	90
legion park canon	legion park	90
great salt pond across from coast guard beach	coast guard beach	90
"enchanted forest, near year-round pond"	enchanted forest	90
"harrison loop, in the nook of a tree."	harrison loop	90
clay head trail tucked in vines	clay head trail	90
mott park area / airport	airport	90
nature's nobleman greenway	greenway	90
near airport	airport	90
rodman's hollow in some rocks	rodman's hollow	90
in the canon legion park	legion park	90
mott trail near bench	mott trail	90
greenaway in grasses	greenaway	90
greenway trail off beach ave	greenway	90
rodman's hollow behind stone marker	rodman's hollow	90
greenway path off beacon hill rd	beacon hill	90
in rock wall on cooneymus greenaway trail	greenaway	90
enchanted forest cart way	enchanted forest	90
turnip farm greenway entrance in rocks	greenway	90
off old mill rd greenway	greenway	90
rodman's hollow-loop by black rock	rodman's hollow	90
greenway close to cooneymus road	greenway	90
enchanted forest in hollowed out tree	enchanted forest	90
greenway trail near fresh pond	fresh pond	90
meadow hill trail in a tree covered in vines	meadow hill	90
fresh swamp trail in stone wall!	fresh swamp	90
snake hole road at entrance to beach access	snake hole road	90
hodge preserve behind the stone trail marker	hodge preserve	90
cooneymus beach in a lobster trap	cooneymus beach	90
cooneymus beach hidden in log wall	cooneymus beach	90
beach avenue trails	beach avenue	90
west beach by north light	north light	90
beach in front of north light in a pile of rocks	north light	90
southeast lighthouse tower window sill	southeast light	90
on the beach just in front of the north lighthouse.	north light	90
east bank of sachem pond	sachem pond	90
overlook to fresh pond on lakeside drive	fresh pond	90
"attwood overlook, next to a tree."	attwood overlook	90
the trail leading to andy's way	andy's way	90
greenway of cooneymus road	greenway	90
greenway off cooneymus road	greenway	90
coast guard station trail to breakwater new harbor	coast guard station	90
greenway trails-wooden box near beacon hill	beacon hill	90
greenway trails beacon hill rd in thicket of bush	beacon hill	90
under bush at entrance to middle pond @ hodge preserve	hodge preserve	90
fresh swamp walking trail	fresh swamp	90
cemetery by fresh pond	fresh pond	90
scotch beach entrance	scotch beach	90
mansion beach tied up in a sack in a tree	mansion beach	90
west beach under rim	west beach	90
mott park (close to airport)	airport	90
tree at fresh pond	fresh pond	90
scotch beach trail	scotch beach	90
scotch beach access path	scotch beach	90
"beach avenue greenway, in the brush by the stone wall at trims pond"	beach avenue	90
under bridge at fresh pond	fresh pond	90
fresh pond under tree roots	fresh pond	90
west beach-breed property	west beach	90
fresh pond trail under the shrubs near the pond	fresh pond	90
floating in fresh pond	fresh pond	90
crescent beach trail from corn neck rd	crescent beach	90
first path on right going towards mohegan bluffs	mohegan bluffs	90
wlkers welcome path off mohegan trail	mohegan trail	90
greenway trail meadow hill	greenway	90
"west beach, south of west beach road, under large driftwood"	west beach	90
north of mansion beach	mansion beach	90
greenway trail off of old mill rd. next to the horse farm. beneath weeds wrapped around a tree.	greenway trail	90
"west beach, west of middle pond under large driftwood 06/04/2015"	west beach	90
trail by north light	north light	90
on a greenway in a tree	greenway	90
old town road greenway	greenway	90
under rock at rodman's hollow parking area	rodman's hollow	90
rock wall at the martin property	martin property	90
"turnip farm greenway entrance, to the left of the gate behind a rock"	turnip farm	90
turnip farm in a bush	turnip farm	90
"enchanted forest, old mill side, in a tree"	enchanted forest	90
rock wall on clay head trail	clay head trail	90
"the maze, in a tree. not sure exactly where, as it was night."	the maze	90
"in a tree, turnip farm"	turnip farm	90
enchanted forest in the base of a tree clump	enchanted forest	90
rodmans hallow	rodman's hollow	90
on the path of clay head trail	clay head trail	90
harrison trail; hidden in a tree	harrison trail	90
in the sand on west beach	west beach	90
greenway off of beacon hill road. in a rock.	beacon hill	90
across from airport	airport	90
turnip farm area stone wall	turnip farm	90
next to the enchanted forest resting inside a tree	enchanted forest	90
stonewall near middle earth on greenway trail	greenway	90
greenway path off of cooneynus	greenway	90
rodmans hollow turnip farm in a broken tree stump.	turnip farm	90
"trail south of peter woods, old mill road"	old mill road	90
greenway trail off cooneymus	greenway	90
behind peter woods off old mill road	old mill road	90
"cooneymus beach, in a driftwood log hollow, covered with sand"	cooneymus beach	90
cooneymus beach in plastic container	cooneymus beach	90
cooneymus beach/ dory's cove in driftwood log	cooneymus beach	90
"mohegan bluffs, in lobster trap"	mohegan bluffs	90
beacon hill greenway area	beacon hill	90
southeast	southeast light	90
west beach near north lighthouse.	north light	90
half-buried in sand near the north lighthouse	north light	90
south of grace's cove entrance	grace's cove	90
rock wall foundation of the win dodge preserve	win dodge	90
between schooner point and dickens point in lobster pot	dickens point	90
"on the beach below mohegan bluffs-- against a rock, partiallly buried in clay"	mohegan bluffs	90
greenway harrison loop	greenway	90
harrison trail in tree	harrison trail	90
in the enchanted forest to the left of the enchanted forest sign in a rock wall	enchanted forest	90
north light beach buried in sand	north light	90
"enchanted forest, hilltop rock wall"	enchanted forest	90
"enchanted forest, on ground among downed,cleared branches"	enchanted forest	90
in tidal debris north of the old cut on the great salt pond	great salt pond	90
clay head trail entrance to beach.	clay head trail	90
beacon hill greenway- in an tree stump	beacon hill	90
mansion beach in the foundation of the mansion	mansion beach	90
"northwest beach, south of north light"	north light	90
on sand of west beach	west beach	90
sign at mohegan bluffs	mohegan bluffs	90
"clay head trail, base of tree"	clay head trail	90
"clay head trail, in a dead tree"	clay head trail	90
inside engine block on west beach	west beach	90
old harbor	old harbor point	90
north light house beach	north light	90
island free library in a flower pot	library	90
great salt pond south of bi club	great salt pond	90
between surf beach and town beach	surf beach	90
"southeast lighthouse, outside on the windowsill by the ramp"	southeast light	90
charlestown beach inside driftwood log	charlestown beach	90
marsh by andy's way	andy's way	90
beach heading to north light	north light	90
airport/mott trail	airport	90
"mohegan bluffs -- in a tree; found on may 23, 2014"	mohegan bluffs	90
rock wall at mansion beach	mansion beach	90
on a boulder on a greenway trail near black rock beach	black rock beach	90
bluff above black rock beach	black rock beach	90
"mosquito beach, washed ashore"	mosquito beach	90
enchanted forest behind a rock	enchanted forest	90
dorry's cove-in a bleach bottle	dorry's cove	90
greenway trail in tree near cooneymus rd	greenway	90
"off enchanted forest path, taking a left at the top of the hill, under a tree."	enchanted forest	90
inside lobster trap on dorry's cove beach	dorry's cove	90
west beach on a rusty tire rim	west beach	90
enchanted forest in wall at entrance	enchanted forest	90
west beach/ dump road	west beach	90
"west beach, near north light"	north light	90
"west beach, close to north light"	north light	90
south of the north light west beach side	north light	90
in a tree in the enchanted forest	enchanted forest	90
greenway trail airport	airport	90
near turnip farm on greenway	greenway	90
turnip farm entrance	turnip farm	90
mansion beach under rock pile	mansion beach	90
entrance to mansion beach	mansion beach	90
southwest point beach/ cooneymus rd	southwest point	90
dory cove beach	dorry's cove beach	91
beans point	beane point	91
hodge's wildlife preserve	hodge family wildlife preserve	91
leffredo loop	loffredo loop	92
lofreddo loop	loffredo loop	92
dinghy beach	dinhgy beach	92
rodman hallow	rodman hollow	92
gracies cove	grace's cove	92
rodman jollow	rodman hollow	92
old mill rd	old mill road	92
massion beach	mansion beach	92
gracy's cove	grace's cove	92
corn neck rd	corn neck road	92
dodge preserve	hodge preserve	93
mohegan bluffe	mohegan bluffs	93
rodman's hallow	rodman's hollow	93
island cemetary	island cemetery	93
rodman's holkow	rodman's hollow	93
conneymus beach	cooneymus beach	93
dodge cemetary	dodge cemetery	93
clayead trail	clay head trail	93
southeast point	southwest point	93
romans hollow	rodman's hollow	93
snake hole rd.	snake hole road	93
greenaway trails	greenway trail	93
snake hole rd	snake hole road	93
payne rd greenway	payne road greenway	94
windodge	win dodge	94
greenways	greenway	94
marsh hawk hallow	marsh hawk hollow	94
scotch beach path	scotch beach	95
greenway off of payne road	payne road greenway	95
nathan mott	nathan mott park	95
the sacred labyrinth	sacred labyrinth	95
cannon @ legion park	cannon at legion park	95
payne's overlook	payne overlook	95
spring pond area	spring pond	95
grace cove	grace's cove	95
john dodge cemetery	dodge cemetery	95
ocean pavilion	ocean view pavilion	95
hodge family preserve	hodge family wildlife preserve	95
lewis dickens farm trail	lewis-dickens farm	95
pilot hill road pond	pilot hill road	95
wind dodge cemetery	dodge cemetery	95
southwest point beach	southwest point	95
end of elizabeth dickens trail	elizabeth dickens trail	95
fred benson beach	fred benson town beach	95
grass coast guard beach	coast guard beach	95
ballard's beach jetty	ballard's beach	95
old mill road path	old mill road	95
vail beach	vaill beach	95
hodge preserve pond	hodge preserve	95
marsh hollow	marsh hawk hollow	95
dunn bridge	dunn's bridge	95
the hyland trail	hyland trail	95
visitor center atm	visitor center	95
great salt pond coast	great salt pond	95
hodge wildlife preserve	hodge family wildlife preserve	95
path to coast guard beach	coast guard beach	95
block island cemetery	island cemetery	95
nathan mott park trail	nathan mott park	95
block island school	block island public school	95
coast guard beach walkway	coast guard beach	95
enchanted forest bi	enchanted forest	95
marsh hawk hollow trail	marsh hawk hollow	95
fresh pound	fresh pond	95
lewis-dickens farm trail	lewis-dickens farm	95
winn dodge	win dodge	95
southeast light house	southeast light	95
ocean view pavilion trail	ocean view pavilion	95
lewis dickenson farm	lewis-dickens farm	95
martin's trail	martin trail	95
clay head trail beach	clay head trail	95
lewis-dickens farm trial	lewis-dickens farm	95
settler's rock beach	settler's rock	95
elizabeth dickens	elizabeth dickens trail	95
andys way	andy's way	95
rodman's hollow bench	rodman's hollow	95
in the cannon at legion park	cannon at legion park	95
hodge family wildlife preserve stone wall	hodge family wildlife preserve	95
payne road greenway broken	payne road greenway	95
greenway trail fp	greenway trail	95
the post office	post office	95
oceanview pavillion	ocean view pavilion	95
clay head hill trail	clay head trail	95
hodge preserve trail	hodge preserve	95
lewis dickens	lewis-dickens farm	95
harrison's loop	harrison loop	95
off old mill road	old mill road	95
near harrison loop	harrison loop	95
motts trail	mott trail	95
dunn's bridge path	dunn's bridge	95
ocean view pavilion (rafters)	ocean view pavilion	95
payne greenway	payne road greenway	95
grace's cove pond	grace's cove	95
mohegan bluffs beach	mohegan bluffs	95
coast guard channel beach	coast guard beach	95
martins trail	martin trail	96
martin trails	martin trail	96
longwood cove	logwood cove	96
meadow hills	meadow hill	96
dory's cove	dorry's cove	96
mohegan bluff	mohegan bluffs	96
graces cove	grace's cove	96
dingy beach	dinhgy beach	96
dorrys cove	dorry's cove	96
dicken's point	dickens point	96
gafney trail	gaffney trail	96
settlers rock	settler's rock	96
gracie's cove	grace's cove	96
turnip farms	turnip farm	96
dorrey's cove	dorry's cove	96
roadman's hollow	rodman's hollow	97
atwood overlook	attwood overlook	97
clayhead trail	clay head trail	97
rodmans hollow	rodman's hollow	97
enchanted forrest	enchanted forest	97
ball o'brien park	ball o' brien park	97
indian cemetery	'indian' cemetery	97
coastguard beach	coast guard beach	97
clay head trails	clay head trail	97
green way trail	greenway trail	97
charleston beach	charlestown beach	97
rodman's holow	rodman's hollow	97
ocean view pavillion	ocean view pavilion	97
dodge family wildlife preserve	hodge family wildlife preserve	97
dory's cove beach	dorry's cove beach	97
abrams' animal farm	abrams animal farm	97
farmers market	farmer's market	97
greenway trails	greenway trail	97
greenaway trail	greenway trail	97
hodge family wildlife reserve	hodge family wildlife preserve	98
hyland trail	hyland trail	100
fresh swamp	fresh swamp	100
the maze	the maze	100
turnip farm	turnip farm	100
loffredo loop	loffredo loop	100
rodman's hollow	rodman's hollow	100
fresh pond	fresh pond	100
fresh pond!	fresh pond	100
meadow hill	meadow hill	100
nathan mott park	nathan mott park	100
enchanted forest	enchanted forest	100
win dodge	win dodge	100
hodge family wildlife preserve	hodge family wildlife preserve	100
dodge cemetery	dodge cemetery	100
clay head trail	clay head trail	100
visitor center	visitor center	100
trim's pond	trim's pond	100
harrison loop	harrison loop	100
marsh hawk hollow	marsh hawk hollow	100
great salt pond	great salt pond	100
old mill road	old mill road	100
cannon at legion park	cannon at legion park	100
fire department	fire department	100
mohegan bluffs	mohegan bluffs	100
scotch beach	scotch beach	100
west beach	west beach	100
greenway trail	greenway trail	100
elizabeth dickens trail	elizabeth dickens trail	100
greenway	greenway	100
martin trail	martin trail	100
grace's cove	grace's cove	100
gaffney trail	gaffney trail	100
long lot trail	long lot trail	100
north light	north light	100
sachem pond	sachem pond	100
andy's way	andy's way	100
sacred labyrinth	sacred labyrinth	100
legion park	legion park	100
